Week_Start,Country_Name,Category,Search_Interest,Search_Velocity,Search_Acceleration,Search_Interest_lag_1,Search_Interest_lag_2,Search_Interest_lag_4,Search_Velocity_lag,Search_Velocity_Lag1,Search_Velocity_Lag2,Search_Acceleration_lag,Search_Interest_roll_mean_4w,Search_Interest_roll_std_4w,Media_Volume,tone_net_sentiment,tone_positive_score,tone_negative_score,tone_polarity,tone_activity_density,tone_self_group_density,Source_Diversity,Media_Volume_roll_mean_4w,holiday_count,is_holiday,GDP_Per_Capita,Inflation_Rate,Internet_Penetration
2026-08-23,India,Nutrition_Diets,80.7,-9.259999999999993,-10.11999999999999,89.96,89.1,85.76,0.8599999999999994,0.8599999999999994,0.4399999999999977,0.4200000000000017,88.36999999999999,1.8218305812194968,13537.0,-1.74,3.16,4.89,8.05,22.83,0.37,1624.0,0.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-08-30,India,Nutrition_Diets,79.8,-0.9000000000000057,8.359999999999985,80.7,89.96,88.66,-9.259999999999993,-9.259999999999993,0.8599999999999994,-10.11999999999999,87.10499999999999,4.303994268893301,13305.0,-1.62,3.14,4.76,7.91,22.7,0.39,1551.0,13537.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-09-06,India,Nutrition_Diets,104.48,24.680000000000007,25.580000000000013,79.8,80.7,89.1,-0.9000000000000057,-0.9000000000000057,-9.259999999999993,8.359999999999985,84.89,5.381858415082977,14202.0,-1.35,3.2,4.54,7.74,22.18,0.35,1500.0,13421.0,0,0,2702.47987141553,2.39884954182294,70.0
2026-09-13,India,Nutrition_Diets,91.99,-12.490000000000007,-37.170000000000016,104.48,79.8,89.96,24.680000000000007,24.680000000000007,-0.9000000000000057,25.580000000000013,88.735,11.457182608884844,1675.0,-1.11,3.57,4.68,8.25,21.8,0.35,506.0,13681.333333333334,0,0,2702.47987141553,2.39884954182294,70.0
2026-08-23,Kenya,Fashion_Beauty,68.58,6.390000000000001,14.25,62.19,70.05,71.93,-7.859999999999999,-7.859999999999999,2.6199999999999903,-10.47999999999999,67.9,4.230382173436599,168.0,-0.57,3.87,4.44,8.31,20.83,0.71,41.0,0.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-30,Kenya,Fashion_Beauty,73.96,5.379999999999996,-1.0100000000000051,68.58,62.19,67.43,6.390000000000001,6.390000000000001,-7.859999999999999,14.25,67.0625,3.420734570234373,170.0,-2.02,3.21,5.23,8.44,21.14,0.64,49.0,168.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-06,Kenya,Fashion_Beauty,66.54,-7.4199999999999875,-12.799999999999985,73.96,68.58,70.05,5.379999999999996,5.379999999999996,6.390000000000001,-1.0100000000000051,68.695,4.895048518656081,140.0,-0.98,3.08,4.06,7.14,20.57,0.55,63.0,169.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-13,Kenya,Fashion_Beauty,99.87,33.33,40.74999999999999,66.54,73.96,62.19,-7.4199999999999875,-7.4199999999999875,5.379999999999996,-12.799999999999985,67.8175,4.885777829578088,9.0,-0.4,2.83,3.23,6.06,20.38,1.0,9.0,159.33333333333334,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-23,Kenya,Fitness_Wearables,72.15,0.8200000000000074,6.260000000000005,71.33,76.77,78.53,-5.439999999999998,-5.439999999999998,7.339999999999989,-12.779999999999989,74.015,4.3284600802899496,11.0,0.32,3.21,2.9,6.11,20.57,0.39,6.0,0.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-30,Kenya,Fitness_Wearables,60.97,-11.180000000000009,-12.000000000000014,72.15,71.33,69.43,0.8200000000000074,0.8200000000000074,-5.439999999999998,6.260000000000005,72.42,3.1157449617488164,15.0,-0.69,3.16,3.85,7.01,20.52,1.95,4.0,11.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-06,Kenya,Fitness_Wearables,69.9,8.930000000000007,20.110000000000014,60.97,72.15,76.77,-11.180000000000009,-11.180000000000009,0.8200000000000074,-12.000000000000014,70.305,6.668160665930484,6.0,-0.34,2.79,3.13,5.92,19.13,1.51,5.0,13.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-13,Kenya,Fitness_Wearables,101.85,31.94999999999999,23.019999999999985,69.9,60.97,71.33,8.930000000000007,8.930000000000007,-11.180000000000009,20.110000000000014,68.5875,5.162740712708894,1.0,-1.27,4.3,5.57,9.87,17.72,0.51,1.0,10.666666666666666,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-23,Kenya,Nutrition_Diets,55.46,6.840000000000003,11.030000000000008,48.62,52.81,56.27,-4.190000000000005,-4.190000000000005,1.7600000000000051,-5.95000000000001,52.1875,3.218450714241248,525.0,-1.2,3.5,4.71,8.21,21.4,0.58,249.0,0.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-30,Kenya,Nutrition_Diets,47.81,-7.649999999999999,-14.490000000000002,55.46,48.62,51.05,6.840000000000003,6.840000000000003,-4.190000000000005,11.030000000000008,51.985,2.884076975394382,462.0,-1.21,3.68,4.88,8.56,21.01,0.62,170.0,525.0,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-06,Kenya,Nutrition_Diets,53.66,5.849999999999994,13.499999999999991,47.81,55.46,52.81,-7.649999999999999,-7.649999999999999,6.840000000000003,-14.490000000000002,51.175,3.600263879217752,511.0,-0.94,3.61,4.55,8.16,21.14,0.59,197.0,493.5,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-09-13,Kenya,Nutrition_Diets,68.95,15.290000000000006,9.440000000000012,53.66,47.81,48.62,5.849999999999994,5.849999999999994,-7.649999999999999,13.499999999999991,51.3875,3.750869899103411,49.0,0.17,4.28,4.11,8.38,20.71,0.67,24.0,499.3333333333333,0,0,2362.86091198611,4.06912878540729,34.97622513
2026-08-23,Mexico,Fashion_Beauty,55.43,-5.710000000000001,-8.350000000000001,61.14,58.5,69.16,2.640000000000001,2.640000000000001,-5.090000000000003,7.730000000000004,63.0975,4.544787307087734,1081.0,0.29,3.14,2.85,5.99,20.39,0.4,446.0,0.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-08-30,Mexico,Fashion_Beauty,51.26,-4.170000000000002,1.5399999999999991,55.43,61.14,63.59,-5.710000000000001,-5.710000000000001,2.640000000000001,-8.350000000000001,59.665000000000006,3.505885527699476,1276.0,0.25,3.07,2.82,5.9,19.97,0.39,411.0,1081.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-06,Mexico,Fashion_Beauty,51.13,-0.1299999999999954,4.040000000000006,51.26,55.43,58.5,-4.170000000000002,-4.170000000000002,-5.710000000000001,1.5399999999999991,56.5825,4.246758567817669,1145.0,0.0,2.99,2.99,5.98,19.97,0.41,382.0,1178.5,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-13,Mexico,Fashion_Beauty,57.31,6.18,6.309999999999995,51.13,51.26,61.14,-0.1299999999999954,-0.1299999999999954,-4.170000000000002,4.040000000000006,54.74,4.710930552095434,99.0,0.12,3.02,2.9,5.92,19.56,0.42,73.0,1167.3333333333333,1,1,13889.2339628708,3.80668650726485,83.12233799
2026-08-23,Mexico,Fitness_Wearables,71.27,-6.420000000000002,-5.659999999999997,77.69,78.45,83.94,-0.7600000000000051,-0.7600000000000051,-4.030000000000001,3.269999999999996,80.64,3.0427071279806723,3.0,-1.54,3.32,4.86,8.18,19.84,0.57,3.0,0.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-08-30,Mexico,Fitness_Wearables,68.36,-2.9099999999999966,3.510000000000005,71.27,77.69,82.48,-6.420000000000002,-6.420000000000002,-0.7600000000000051,-5.659999999999997,77.4725,4.638565690670447,4.0,0.43,3.24,2.81,6.05,22.86,0.3,3.0,3.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-06,Mexico,Fitness_Wearables,74.91,6.549999999999997,9.459999999999994,68.36,71.27,78.45,-2.9099999999999966,-2.9099999999999966,-6.420000000000002,3.510000000000005,73.9425,4.92164860590422,5.0,1.0,2.93,1.93,4.85,17.84,0.3,5.0,3.5,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-13,Mexico,Fitness_Wearables,71.33,-3.5799999999999983,-10.129999999999995,74.91,68.36,77.69,6.549999999999997,6.549999999999997,-2.9099999999999966,9.459999999999994,73.0575,4.088743694583839,2.0,2.39,4.62,2.23,6.85,20.94,0.25,2.0,4.0,1,1,13889.2339628708,3.80668650726485,83.12233799
2026-08-23,Mexico,Nutrition_Diets,27.5,-6.130000000000003,-2.950000000000003,33.63,36.81,49.5,-3.18,-3.18,-4.759999999999998,1.5799999999999983,40.377500000000005,6.90163929802184,4828.0,-1.52,2.87,4.38,7.25,20.65,0.32,757.0,0.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-08-30,Mexico,Nutrition_Diets,26.37,-1.129999999999999,5.000000000000004,27.5,33.63,41.57,-6.130000000000003,-6.130000000000003,-3.18,-2.950000000000003,34.877500000000005,5.9021994487930085,5295.0,-1.59,2.82,4.41,7.23,20.43,0.34,862.0,4828.0,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-06,Mexico,Nutrition_Diets,34.62,8.249999999999996,9.379999999999995,26.37,27.5,36.81,-1.129999999999999,-1.129999999999999,-6.130000000000003,5.000000000000004,31.0775,4.977813274922935,5237.0,-1.63,2.89,4.52,7.41,20.43,0.33,792.0,5061.5,0,0,13889.2339628708,3.80668650726485,83.12233799
2026-09-13,Mexico,Nutrition_Diets,30.09,-4.529999999999998,-12.779999999999994,34.62,26.37,33.63,8.249999999999996,8.249999999999996,-1.129999999999999,9.379999999999995,30.53,4.19621257802783,508.0,-1.46,2.9,4.36,7.26,20.25,0.35,214.0,5120.0,1,1,13889.2339628708,3.80668650726485,83.12233799
2026-08-23,Nigeria,Fashion_Beauty,66.91,-2.6000000000000085,-5.460000000000008,69.51,66.65,73.13,2.8599999999999994,2.8599999999999994,-1.9899999999999949,4.849999999999994,69.4825,2.7103428442419384,28.0,-1.21,2.82,4.03,6.85,19.79,0.49,21.0,0.0,1,1,1224.25410237743,23.0101235833333,41.21139908
2026-08-30,Nigeria,Fashion_Beauty,70.3,3.390000000000001,5.990000000000009,66.91,69.51,68.64,-2.6000000000000085,-2.6000000000000085,2.8599999999999994,-5.460000000000008,67.92750000000001,1.3758966773224317,22.0,-0.44,3.82,4.26,8.08,19.35,0.81,13.0,28.0,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-09-06,Nigeria,Fashion_Beauty,72.1,1.7999999999999972,-1.5900000000000034,70.3,66.91,66.65,3.390000000000001,3.390000000000001,-2.6000000000000085,5.990000000000009,68.3425,1.8358898841343636,81.0,-2.52,3.41,5.92,9.33,15.06,0.18,19.0,25.0,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-09-13,Nigeria,Fashion_Beauty,69.46,-2.640000000000001,-4.439999999999998,72.1,70.3,69.51,1.7999999999999972,1.7999999999999972,3.390000000000001,-1.5900000000000034,69.705,2.155620560302804,1.0,0.94,2.93,2.0,4.93,14.55,0.59,1.0,43.66666666666666,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-08-23,Nigeria,Fitness_Wearables,73.95,-3.530000000000001,1.3399999999999892,77.48,82.35,86.72,-4.86999999999999,-4.86999999999999,-7.900000000000006,3.030000000000016,84.19999999999999,5.523700450482904,4.0,-2.72,2.28,5.0,7.28,21.62,0.59,4.0,0.0,1,1,1224.25410237743,23.0101235833333,41.21139908
2026-08-30,Nigeria,Fitness_Wearables,73.48,-0.4699999999999988,3.0600000000000023,73.95,77.48,90.25,-3.530000000000001,-3.530000000000001,-4.86999999999999,1.3399999999999892,81.00750000000001,7.058745757332957,5.0,0.37,4.41,4.03,8.44,18.01,0.77,4.0,4.0,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-09-06,Nigeria,Fitness_Wearables,73.72,0.2399999999999948,0.7099999999999937,73.48,73.95,82.35,-0.4699999999999988,-0.4699999999999988,-3.530000000000001,3.0600000000000023,76.815,4.099142186685818,7.0,-0.8,3.3,4.1,7.4,19.1,0.68,7.0,4.5,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-08-23,Nigeria,Nutrition_Diets,61.55,3.029999999999994,5.819999999999993,58.52,61.31,66.09,-2.789999999999999,-2.789999999999999,0.490000000000002,-3.280000000000001,61.685,3.1785793472338346,167.0,-2.63,2.85,5.48,8.32,19.97,0.51,97.0,0.0,1,1,1224.25410237743,23.0101235833333,41.21139908
2026-08-30,Nigeria,Nutrition_Diets,60.44,-1.1099999999999994,-4.1399999999999935,61.55,58.52,60.82,3.029999999999994,3.029999999999994,-2.789999999999999,5.819999999999993,60.55,1.3870111751512353,128.0,-1.49,3.42,4.91,8.34,19.84,0.53,76.0,167.0,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-09-06,Nigeria,Nutrition_Diets,56.82,-3.619999999999997,-2.509999999999998,60.44,61.55,61.31,-1.1099999999999994,-1.1099999999999994,3.029999999999994,-4.1399999999999935,60.455,1.3753181450102288,116.0,-0.98,3.22,4.2,7.42,19.64,0.5,69.0,147.5,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-09-13,Nigeria,Nutrition_Diets,64.3,7.479999999999997,11.099999999999994,56.82,60.44,58.52,-3.619999999999997,-3.619999999999997,-1.1099999999999994,-2.509999999999998,59.3325,2.090986609233541,6.0,-1.66,2.45,4.11,6.56,22.19,0.55,6.0,137.0,0,0,1224.25410237743,23.0101235833333,41.21139908
2026-08-23,Singapore,Fashion_Beauty,45.24,-1.7800000000000011,-10.390000000000008,47.02,38.41,31.96,8.610000000000007,8.610000000000007,0.2899999999999991,8.320000000000007,38.8775,6.189897010451898,96.0,-1.63,2.87,4.5,7.37,20.35,0.23,45.0,0.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-30,Singapore,Fashion_Beauty,43.95,-1.2899999999999991,0.490000000000002,45.24,47.02,38.12,-1.7800000000000011,-1.7800000000000011,8.610000000000007,-10.390000000000008,42.1975,4.600162134823914,156.0,-2.07,2.62,4.69,7.31,20.4,0.17,92.0,96.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-09-06,Singapore,Fashion_Beauty,39.15,-4.800000000000004,-3.510000000000005,43.95,45.24,38.41,-1.2899999999999991,-1.2899999999999991,-1.7800000000000011,0.490000000000002,43.655,3.716292955800745,113.0,-1.5,2.48,3.98,6.46,19.62,0.23,54.0,126.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-09-13,Singapore,Fashion_Beauty,44.07,4.920000000000002,9.720000000000006,39.15,43.95,47.02,-4.800000000000004,-4.800000000000004,-1.2899999999999991,-3.510000000000005,43.84,3.370489578681542,9.0,-0.68,2.46,3.14,5.6,18.37,0.66,8.0,121.66666666666669,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-30,Singapore,Fitness_Wearables,75.7,-0.3199999999999932,6.450000000000017,76.02,82.79,59.7,-6.77000000000001,-6.77000000000001,17.77000000000001,-24.54000000000002,70.8825,10.44987519861676,2.0,-0.54,2.77,3.31,6.08,19.72,0.04,2.0,0.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-09-06,Singapore,Fitness_Wearables,65.32,-10.38000000000001,-10.060000000000016,75.7,76.02,65.02,-0.3199999999999932,-0.3199999999999932,-6.77000000000001,6.450000000000017,74.88250000000001,7.343016523654706,3.0,0.03,1.92,1.89,3.81,19.58,1.01,3.0,2.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-23,Singapore,Nutrition_Diets,51.01,-1.480000000000004,2.979999999999997,52.49,56.95,83.99,-4.460000000000001,-4.460000000000001,-3.9199999999999946,-0.5400000000000063,63.575,14.033971877792265,284.0,-1.16,3.3,4.46,7.75,20.27,0.46,120.0,0.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-30,Singapore,Nutrition_Diets,54.89,3.8800000000000026,5.360000000000007,51.01,52.49,60.87,-1.480000000000004,-1.480000000000004,-4.460000000000001,2.979999999999997,55.33,4.473775437666042,362.0,-1.93,2.96,4.89,7.84,20.43,0.3,88.0,284.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-09-06,Singapore,Nutrition_Diets,63.45,8.560000000000002,4.68,54.89,51.01,56.95,3.8800000000000026,3.8800000000000026,-1.480000000000004,5.360000000000007,53.835,2.620807763520748,348.0,-2.06,2.81,4.87,7.68,20.64,0.4,101.0,323.0,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-09-13,Singapore,Nutrition_Diets,61.04,-2.410000000000004,-10.970000000000006,63.45,54.89,52.49,8.560000000000002,8.560000000000002,3.8800000000000026,4.68,55.46,5.561426675473119,45.0,-1.75,2.61,4.37,6.98,22.09,0.45,17.0,331.3333333333333,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-23,United_States,Fashion_Beauty,44.25,-0.0900000000000034,2.059999999999995,44.34,46.49,46.0,-2.1499999999999986,-2.1499999999999986,0.1600000000000037,-2.3100000000000023,45.790000000000006,0.9879608629221645,12726.0,-1.07,2.93,4.0,6.93,21.77,0.73,3917.0,0.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-30,United_States,Fashion_Beauty,45.87,1.6199999999999974,1.7100000000000009,44.25,44.34,46.33,-0.0900000000000034,-0.0900000000000034,-2.1499999999999986,2.059999999999995,45.352500000000006,1.2233935044236406,15360.0,-1.48,2.8,4.28,7.08,21.47,0.66,3996.0,12726.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-09-06,United_States,Fashion_Beauty,46.91,1.0399999999999991,-0.5799999999999983,45.87,44.25,46.49,1.6199999999999974,1.6199999999999974,-0.0900000000000034,1.7100000000000009,45.2375,1.1179557236309956,13781.0,-1.13,2.86,3.99,6.86,21.61,0.74,4005.0,14043.0,1,1,90026.5163005744,2.94952520485207,94.69380188
2026-09-13,United_States,Fashion_Beauty,44.13,-2.779999999999994,-3.819999999999993,46.91,45.87,44.34,1.0399999999999991,1.0399999999999991,1.6199999999999974,-0.5799999999999983,45.3425,1.282429335284907,1105.0,-0.82,2.96,3.78,6.74,21.69,0.61,732.0,13955.666666666666,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-23,United_States,Fitness_Wearables,55.89,-2.5899999999999963,-1.269999999999996,58.48,59.8,62.75,-1.3200000000000005,-1.3200000000000005,-2.18,0.8599999999999994,60.7525,1.9636933738916604,444.0,-1.11,2.81,3.91,6.72,20.71,0.92,315.0,0.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-30,United_States,Fitness_Wearables,56.3,0.4099999999999966,2.999999999999993,55.89,58.48,61.98,-2.5899999999999963,-2.5899999999999963,-1.3200000000000005,-1.269999999999996,59.0375,2.546715204598334,480.0,-4.52,2.63,7.15,9.78,20.8,0.49,311.0,444.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-09-06,United_States,Fitness_Wearables,56.36,0.0600000000000022,-0.3499999999999943,56.3,55.89,59.8,0.4099999999999966,0.4099999999999966,-2.5899999999999963,2.999999999999993,57.61749999999999,1.8463725698421185,344.0,-0.65,2.69,3.35,6.04,21.99,0.76,274.0,462.0,1,1,90026.5163005744,2.94952520485207,94.69380188
2026-09-13,United_States,Fitness_Wearables,57.53,1.1700000000000017,1.1099999999999994,56.36,56.3,58.48,0.0600000000000022,0.0600000000000022,0.4099999999999966,-0.3499999999999943,56.7575,1.167172509385486,37.0,-2.55,2.67,5.23,7.9,17.59,0.38,36.0,422.6666666666667,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-23,United_States,Nutrition_Diets,48.48,-1.2000000000000028,-0.0700000000000002,49.68,50.81,53.58,-1.1300000000000026,-1.1300000000000026,-3.5700000000000003,2.4399999999999977,52.1125,2.229250621472349,92616.0,-1.44,3.08,4.52,7.6,22.21,0.72,7760.0,0.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-30,United_States,Nutrition_Diets,50.1,1.6200000000000043,2.8200000000000074,48.48,49.68,54.38,-1.2000000000000028,-1.2000000000000028,-1.1300000000000026,-0.0700000000000002,50.837500000000006,2.546086866808524,85072.0,-1.79,2.88,4.67,7.55,22.51,0.75,7632.0,92616.0,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-09-06,United_States,Nutrition_Diets,50.44,0.3399999999999963,-1.2800000000000082,50.1,48.48,50.81,1.6200000000000043,1.6200000000000043,-1.2000000000000028,2.8200000000000074,49.767500000000005,0.9768444093106534,75697.0,-1.74,2.84,4.59,7.43,22.25,0.73,7588.0,88844.0,1,1,90026.5163005744,2.94952520485207,94.69380188
2026-09-13,United_States,Nutrition_Diets,47.61,-2.8299999999999983,-3.1699999999999946,50.44,50.1,49.68,0.3399999999999963,0.3399999999999963,1.6200000000000043,-1.2800000000000082,49.675,0.8551608035927947,6373.0,-1.55,2.92,4.48,7.4,22.33,0.85,2558.0,84461.66666666667,0,0,90026.5163005744,2.94952520485207,94.69380188
2026-08-23,South_Africa,Fashion_Beauty,73.96,-4.730000000000004,-15.230000000000004,78.69,68.19,74.79,10.5,10.5,-3.820000000000008,14.320000000000007,73.42,4.434365794564041,61.0,-0.71,3.8,4.51,8.31,21.81,0.36,44.0,0.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-08-30,South_Africa,Fashion_Beauty,69.69,-4.269999999999996,0.4600000000000079,73.96,78.69,72.01,-4.730000000000004,-4.730000000000004,10.5,-15.230000000000004,73.21249999999999,4.367809328866462,44.0,-1.0,3.79,4.79,8.57,21.82,0.36,31.0,61.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-06,South_Africa,Fashion_Beauty,73.4,3.710000000000008,7.980000000000004,69.69,73.96,68.19,-4.269999999999996,-4.269999999999996,-4.730000000000004,0.4600000000000079,72.6325,4.720511095209881,24.0,0.09,3.81,3.72,7.53,25.01,0.58,19.0,52.5,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-13,South_Africa,Fashion_Beauty,71.74,-1.6600000000000108,-5.370000000000019,73.4,69.69,78.69,3.710000000000008,3.710000000000008,-4.269999999999996,7.980000000000004,73.935,3.693097164530906,1.0,3.68,4.9,1.23,6.13,32.62,1.23,1.0,43.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-08-23,South_Africa,Fitness_Wearables,72.88,-2.469999999999999,-3.3699999999999903,75.35,74.45,76.18,0.8999999999999915,0.8999999999999915,0.2800000000000011,0.6199999999999903,75.03750000000001,0.9129941584336746,31.0,-7.0,1.77,8.77,10.55,21.02,0.15,31.0,0.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-08-30,South_Africa,Fitness_Wearables,71.29,-1.5899999999999892,0.8800000000000097,72.88,75.35,74.17,-2.469999999999999,-2.469999999999999,0.8999999999999915,-3.3699999999999903,74.2125,1.0210574583901173,112.0,-5.03,2.95,7.98,10.92,20.87,0.4,91.0,31.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-08-23,South_Africa,Nutrition_Diets,59.53,2.1300000000000026,1.8800000000000023,57.4,57.15,62.88,0.25,0.25,-1.6700000000000017,1.9200000000000017,59.0625,2.649130360452063,243.0,-0.17,4.05,4.22,8.27,25.29,0.53,112.0,0.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-08-30,South_Africa,Nutrition_Diets,60.18,0.6499999999999986,-1.480000000000004,59.53,57.4,58.82,2.1300000000000026,2.1300000000000026,0.25,1.8800000000000023,58.225,1.1391956226517803,260.0,-0.09,4.15,4.24,8.38,25.6,0.4,118.0,243.0,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-06,South_Africa,Nutrition_Diets,61.35,1.1700000000000017,0.5200000000000031,60.18,59.53,57.15,0.6499999999999986,0.6499999999999986,2.1300000000000026,-1.480000000000004,58.565,1.5164541975726122,270.0,-0.16,3.88,4.04,7.92,25.39,0.39,127.0,251.5,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-13,South_Africa,Nutrition_Diets,59.96,-1.3900000000000006,-2.5600000000000023,61.35,60.18,57.4,1.1700000000000017,1.1700000000000017,0.6499999999999986,0.5200000000000031,59.615,1.6575986647362635,23.0,-0.2,4.39,4.59,8.98,26.07,0.5,16.0,257.6666666666667,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-13,United_Kingdom,Fashion_Beauty,59.28,-13.75,-21.55,73.03,65.23,60.49,7.799999999999997,7.799999999999997,5.790000000000006,2.009999999999991,64.54750000000001,6.190543191029243,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,9.333333333333334,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-23,Australia,Fitness_Wearables,88.39,1.3400000000000034,-0.9199999999999876,87.05,84.79,87.36,2.259999999999991,2.259999999999991,-1.1199999999999903,3.379999999999981,86.2775,1.17136316600144,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,5.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-23,Singapore,Fitness_Wearables,76.02,-6.77000000000001,-24.54000000000002,82.79,65.02,55.69,17.77000000000001,17.77000000000001,5.319999999999993,12.450000000000015,65.8,11.953947744016002,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,2.5,0,0,98813.9788172877,0.902998495002676,94.37757178
2026-08-23,United_Arab_Emirates,Fitness_Wearables,85.51,-0.9299999999999926,1.8400000000000036,86.44,89.21,94.31,-2.769999999999996,-2.769999999999996,1.1999999999999886,-3.9699999999999847,89.49249999999999,3.406057104630497,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,2.5,1,1,50273.5126243239,1.250865245598,100.0
2026-08-23,United_Kingdom,Fitness_Wearables,84.99,-1.4500000000000028,1.0100000000000051,86.44,88.9,84.49,-2.460000000000008,-2.460000000000008,0.9100000000000108,-3.3700000000000188,86.95499999999998,1.9318126203134964,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,0.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-30,United_Kingdom,Fitness_Wearables,87.95,2.960000000000008,4.410000000000011,84.99,86.44,87.99,-1.4500000000000028,-1.4500000000000028,-2.460000000000008,1.0100000000000051,87.08,1.7241616320217354,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,0.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-09-06,South_Africa,Fitness_Wearables,75.56,4.269999999999996,5.859999999999985,71.29,72.88,74.45,-1.5899999999999892,-1.5899999999999892,-2.469999999999999,0.8800000000000097,73.4925,1.7882277073499742,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,71.5,0,0,6597.71450918774,3.20550474112603,78.35759735
2026-09-06,United_Kingdom,Fitness_Wearables,94.53,6.579999999999998,3.6199999999999903,87.95,84.99,88.9,2.960000000000008,2.960000000000008,-1.4500000000000028,4.410000000000011,87.07,1.7172264459497435,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,0.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-09-13,Australia,Fitness_Wearables,85.22,-0.5300000000000011,1.2199999999999989,85.75,87.5,87.05,-1.75,-1.75,-0.8900000000000006,-0.8599999999999994,87.1725,1.0997082946543155,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,3.333333333333333,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-13,Brazil,Fitness_Wearables,72.79,-15.299999999999995,-37.67,88.09,65.72,77.18,22.370000000000005,22.370000000000005,-1.3499999999999943,23.72,74.515,10.394917027085889,0.0,-0.2,4.39,4.59,8.98,26.07,0.5,0.0,13.0,0,0,10713.2856869511,5.01675279604836,84.46347227
